0.05, 1.0, 1.0
0.05, 1.0, 1.0
0.05, 1.0, 1.0
0.1, 1.0, 1.0
0.1, 1.0, 1.0
0.1, 1.0, 1.0
0.05, 1.0, 1.0
0.05, 1.0, 1.0
0.05, 1.0, 1.0
0.15, 1.0, 1.0
0.05, 1.0, 1.0
0.15, 1.0, 1.0
0.1, 1.0, 1.0
0.1, 1.0, 1.0
0.05, 1.0, 1.0
0.1, 1.0, 1.0
0.15, 1.0, 1.0
0.15, 1.0, 1.0
0.1, 1.0, 1.0
0.1, 1.0, 1.0
0.15, 1.0, 1.0
0.15, 1.0, 1.0
0.15, 1.0, 1.0
0.2, 1.0, 1.0
0.15, 1.0, 1.0
0.2, 1.0, 1.0
1.0, 0.0, 0.0
1.0, 0.0, 0.0
1.0, 0.0, 0.0
0.25, 1.0, 1.0
0.25, 1.0, 1.0
0.2, 1.0, 1.0
0.2, 1.0, 1.0
1.0, 0.0, 0.0
0.2, 1.0, 1.0
0.2, 1.0, 1.0
0.3, 1.0, 1.0
0.2, 1.0, 1.0
0.3, 1.0, 1.0
1.0, 0.0, 0.0
1.0, 0.0, 0.0
1.0, 0.0, 0.0
1.0, 0.0, 0.0
0.25, 1.0, 1.0
0.2, 1.0, 1.0
0.25, 1.0, 1.0
0.25, 1.0, 1.0
0.25, 1.0, 1.0
0.3, 1.0, 1.0
0.3, 1.0, 1.0
0.25, 1.0, 1.0
0.3, 1.0, 1.0
0.35, 1.0, 1.0
0.35, 1.0, 1.0
0.25, 1.0, 1.0
0.7, 0.0, 0.0
0.3, 1.0, 1.0
0.3, 1.0, 1.0
0.7, 0.0, 0.0
0.75, 0.0, 0.0
0.75, 0.0, 0.0
0.35, 1.0, 1.0
0.35, 1.0, 1.0
0.8, 0.0, 0.0
0.8, 0.0, 0.0
0.3, 1.0, 1.0
0.7, 0.0, 0.0
0.85, 0.0, 0.0
0.85, 0.0, 0.0
0.7, 0.0, 0.0
0.75, 0.0, 0.0
0.8, 0.0, 0.0
0.7, 0.0, 0.0
0.9, 0.0, 0.0
0.75, 0.0, 0.0
0.7, 0.0, 0.0
0.75, 0.0, 0.0
0.9, 0.0, 0.0
0.85, 0.0, 0.0
0.75, 0.0, 0.0
0.7, 0.0, 0.0
0.75, 0.0, 0.0
0.7, 0.0, 0.0
0.55, 0.0, 0.0
0.8, 0.0, 0.0
0.55, 0.0, 0.0
0.35, 1.0, 1.0
0.65, 0.0, 0.0
0.35, 1.0, 1.0
0.35, 1.0, 1.0
0.95, 0.0, 0.0
0.35, 1.0, 1.0
0.8, 0.0, 0.0
0.8, 0.0, 0.0
0.8, 0.0, 0.0
0.65, 0.0, 0.0
0.4, 1.0, 1.0
0.8, 0.0, 0.0
0.6, 0.0, 0.0
0.4, 1.0, 1.0
0.75, 0.0, 0.0
0.85, 0.0, 0.0
0.6, 0.0, 0.0
0.85, 0.0, 0.0
0.9, 0.0, 0.0
0.9, 0.0, 0.0
0.65, 0.0, 0.0
0.85, 0.0, 0.0
0.85, 0.0, 0.0
0.65, 0.0, 0.0
0.85, 0.0, 0.0
0.95, 0.0, 0.0
0.55, 0.0, 0.0
0.55, 0.0, 0.0
0.6, 0.0, 0.0
0.95, 0.0, 0.0
0.5, 0.0, 0.01
0.5, 0.0, 0.05
0.4, 1.0, 1.0
0.9, 0.0, 0.0
0.95, 0.0, 0.0
0.55, 0.0, 0.0
0.55, 0.0, 0.0
0.95, 0.0, 0.0
0.65, 0.0, 0.0
0.6, 0.0, 0.0
0.95, 0.0, 0.0
0.95, 0.0, 0.0
0.9, 0.0, 0.0
0.95, 0.0, 0.0
0.55, 0.0, 0.0
0.65, 0.0, 0.0
0.4, 1.0, 1.0
0.4, 1.0, 1.0
0.4, 1.0, 1.0
0.55, 0.0, 0.0
0.9, 0.0, 0.0
0.9, 0.0, 0.0
0.6, 0.0, 0.0
0.4, 1.0, 1.0
0.5, 0.0, 0.01
0.5, 0.0, 0.08
0.5, 0.0, 0.06
0.5, 0.02, 0.09
0.4, 1.0, 1.0
0.6, 0.0, 0.0
0.5, 0.01, 0.03
0.5, 0.01, 0.08
0.65, 0.0, 0.0
0.65, 0.0, 0.0
0.6, 0.0, 0.0
0.45, 0.75, 0.89
0.6, 0.0, 0.0
0.45, 0.81, 0.92
0.45, 0.9, 0.96
0.45, 0.86, 0.96
0.45, 0.76, 0.89
0.45, 0.82, 0.94
0.45, 0.85, 0.95
0.45, 0.85, 0.92
