0,1
124,33
124,58
125,22
125,87
126,38
126,84
127,46
127,17
128,58
128,98
129,110
129,30
130,56
130,78
131,48
131,5
132,74
132,0
133,30
133,17
134,24
134,120
135,116
135,38
136,68
136,46
137,98
137,114
138,40
139,85
139,70
140,57
140,55
141,60
141,8
142,83
142,74
143,41
143,108
144,64
144,20
145,107
145,28
146,52
147,4
147,63
148,104
149,77
149,84
150,9
150,68
151,118
151,109
152,10
152,19
153,49
153,72
154,121
154,47
155,116
155,76
156,19
156,14
157,123
157,99
158,12
159,56
159,21
